# cycle i_ni i_router o_ni o_router vnet flit
41 48 48 129 9 1 8
41 48 48 189 69 1 8
41 12 12 168 48 0 8
41 3 3 159 39 0 8
41 39 39 168 48 0 8
41 9 9 189 69 0 8
41 69 69 182 62 0 8
41 69 69 145 25 1 8
41 25 25 182 62 0 8
41 62 62 124 4 0 8
41 62 62 140 20 1 8
41 62 62 141 21 1 8
41 62 62 200 80 1 8
41 4 4 206 86 0 8
41 86 86 182 62 0 8
41 20 20 134 14 0 8
41 14 14 182 62 0 8
41 80 80 141 21 0 8
41 21 21 215 95 0 8
41 21 21 238 118 1 8
41 21 21 181 61 1 8
41 95 95 234 114 0 8
41 114 114 141 21 0 8
41 118 118 147 27 0 8
41 27 27 181 61 0 8
41 61 61 210 90 0 8
41 61 61 210 90 1 8
41 90 90 195 75 0 8
41 90 90 212 92 1 8
41 90 90 235 115 1 8
41 75 75 125 5 0 8
